Date,Real Disposable Personal Income,10_yearTreasury,National_Home_Price_Index,Bank Prime Loan rate,VIX,Nominal Disposable Personal Income,5_yearTreasury
31/01/1991,6369.3,8.09,75.91,9.52,20.91,4394.5,7.7
28/02/1991,6379.4,7.85,75.74,9.05,21.23,4403.1,7.47
29/03/1991,6390.6,8.11,75.58,9,16.879999,4411.5,7.77
30/04/1991,6412.7,8.04,75.57,9,18.24,4434.6,7.7
31/05/1991,6412.9,8.07,75.77,8.5,15.93,4453,7.7
28/06/1991,6445.9,8.28,75.99,8.5,19.549999,4483.4,7.94
31/07/1991,6432.8,8.27,76.08,8.5,15.18,4481.4,7.91
30/08/1991,6445,7.9,76.1,8.5,14.46,4500.2,7.43
30/09/1991,6463.7,7.65,76.19,8.2,15.85,4528.7,7.14
31/10/1991,6474,7.53,76.07,8,15.48,4544.3,6.87
29/11/1991,6486.7,7.42,76.03,7.58,20.26,4563,6.62
31/12/1991,6546.2,7.09,76.05,7.21,19.309999,4616.1,6.19
31/01/1992,6616.3,7.03,76.09,6.5,17.4,4671.7,6.24
28/02/1992,6649.9,7.34,76.15,6.5,16.68,4707,6.58
31/03/1992,6659.6,7.54,76.28,6.5,16.18,4725.3,6.95
30/04/1992,6679.4,7.48,76.35,6.5,15.53,4752.2,6.78
29/05/1992,6712.9,7.39,76.4,6.5,13.86,4782.4,6.69
30/06/1992,6741.7,7.26,76.33,6.5,13.35,4811.4,6.48
31/07/1992,6736.8,6.84,76.27,6.02,13.17,4823.7,5.84
31/08/1992,6759.6,6.59,76.24,6,13.58,4846.5,5.6
30/09/1992,6725.8,6.42,76.24,6,14.28,4830.2,5.38
30/10/1992,6682.5,6.59,76.39,6,16.15,4816.2,5.6
30/11/1992,6685.9,6.87,76.58,6,13.01,4828.3,6.04
31/12/1992,6922.8,6.77,76.68,6,12.57,5008.2,6.08
29/01/1993,6793.6,6.6,76.79,6,12.42,4926.6,5.83
26/02/1993,6817.1,6.26,76.84,6,13.16,4951.1,5.43
31/03/1993,6794.6,5.98,76.87,6,12.53,4944.8,5.19
30/04/1993,6825.9,5.97,76.94,6,12.42,4981,5.13
31/05/1993,6814.5,6.04,77.04,6,13.47,4988,5.2
30/06/1993,6800.8,5.96,77.25,6,11.26,4979.8,5.22
30/07/1993,6817.1,5.81,77.44,6,11.73,4999.6,5.09
31/08/1993,6826.9,5.68,77.62,6,11.85,5015.5,5.03
30/09/1993,6809.3,5.36,77.8,6,12.99,5007.9,4.73
29/10/1993,6772.6,5.33,77.95,6,11.46,4996.5,4.71
30/11/1993,6791.6,5.72,78.17,6,13.76,5019.8,5.06
31/12/1993,7023.2,5.77,78.34,6,11.66,5192.2,5.15
31/01/1994,6892.9,5.75,78.6,6,10.63,5097.5,5.09
28/02/1994,6908.4,5.97,78.74,6,14.87,5120.7,5.4
31/03/1994,6930.4,6.48,78.87,6.06,20.450001,5151.2,5.94
29/04/1994,6932.6,6.97,79,6.45,13.77,5158.8,6.52
31/05/1994,7016.1,7.18,79.24,6.99,13.03,5228.6,6.78
30/06/1994,7002.8,7.1,79.44,7.25,14.97,5231.2,6.7
29/07/1994,7008.8,7.3,79.61,7.25,11.13,5252.3,6.91
31/08/1994,7019.1,7.24,79.8,7.51,11.97,5271.8,6.88
30/09/1994,7048.2,7.46,79.93,7.75,14.28,5299.5,7.08
31/10/1994,7113.4,7.74,80.08,7.75,14.56,5357.7,7.4
30/11/1994,7111.1,7.96,80.16,8.15,15.95,5366.4,7.72
30/12/1994,7144.2,7.81,80.31,8.5,13.2,5394.9,7.78
31/01/1995,7174.2,7.78,80.44,8.5,11.96,5428.2,7.76
28/02/1995,7190.3,7.47,80.55,9,11.75,5449.6,7.37
31/03/1995,7208.3,7.2,80.62,9,13.37,5473,7.05
28/04/1995,7153.1,7.06,80.68,9,11.75,5445.2,6.86
31/05/1995,7223.3,6.63,80.73,9,12.85,5506.8,6.41
30/06/1995,7245.4,6.17,80.81,9,11.38,5528.6,5.93
31/07/1995,7259.9,6.28,80.96,8.8,13.49,5546.6,6.01
31/08/1995,7265.8,6.49,81.13,8.75,11.52,5563,6.24
29/09/1995,7289.4,6.2,81.33,8.75,12.74,5585,6
31/10/1995,7297.7,6.04,81.51,8.75,13.83,5605.6,5.86
30/11/1995,7317.5,5.93,81.65,8.75,11.58,5620.9,5.69
29/12/1995,7326.1,5.71,81.77,8.65,12.52,5638.4,5.51
31/01/1996,7337.5,5.65,81.86,8.5,12.53,5660,5.36
29/02/1996,7394.6,5.81,81.98,8.25,17.040001,5712.9,5.38
29/03/1996,7419.1,6.27,82.22,8.25,18.879999,5748.8,5.97
30/04/1996,7376.4,6.51,82.45,8.25,15.83,5732.7,6.3
31/05/1996,7470.8,6.74,82.64,8.25,16.07,5816,6.48
28/06/1996,7515.5,6.91,82.78,8.25,13.68,5850.8,6.69
31/07/1996,7495.6,6.87,82.96,8.25,19.459999,5847.7,6.64
30/08/1996,7513.8,6.64,83.12,8.25,17.01,5867.7,6.39
30/09/1996,7531.8,6.83,83.29,8.25,16.950001,5897.8,6.6
31/10/1996,7530.8,6.53,83.41,8.25,18.110001,5914.7,6.27
29/11/1996,7550.6,6.2,83.58,8.25,17.139999,5941.2,5.97
31/12/1996,7577.2,6.3,83.75,8.25,20.92,5969,6.07
31/01/1997,7602.1,6.58,83.99,8.25,19.469999,5996.3,6.33
28/02/1997,7624.6,6.42,84.21,8.25,21.1,6026.6,6.2
31/03/1997,7659.5,6.69,84.48,8.3,22.139999,6060.3,6.54
30/04/1997,7664.7,6.89,84.66,8.5,20.059999,6070.2,6.76
30/05/1997,7696.3,6.71,84.9,8.5,19.190001,6092.8,6.57
30/06/1997,7720.6,6.49,85.12,8.5,21.530001,6119.8,6.38
31/07/1997,7751.8,6.22,85.37,8.5,21.48,6147.9,6.12
29/08/1997,7791.7,6.3,85.61,8.5,24.76,6184.5,6.16
30/09/1997,7813,6.21,85.89,8.5,22.91,6215.6,6.11
31/10/1997,7849.7,6.03,86.18,8.5,35.09,6252.8,5.93
28/11/1997,7898.4,5.88,86.67,8.5,27.43,6292.5,5.8
31/12/1997,7942.9,5.81,87.13,8.5,24.01,6326.8,5.77
30/01/1998,8015,5.54,87.66,8.5,21.469999,6386.8,5.42
27/02/1998,8067,5.57,88.05,8.5,18.549999,6424.3,5.49
31/03/1998,8114,5.65,88.48,8.5,24.219999,6462.2,5.61
30/04/1998,8140.5,5.64,88.92,8.5,21.18,6491.5,5.61
29/05/1998,8173.6,5.65,89.4,8.5,21.32,6527,5.63
30/06/1998,8219.9,5.5,89.88,8.5,19.709999,6558.7,5.52
31/07/1998,8234.8,5.46,90.35,8.5,24.799999,6586.4,5.46
31/08/1998,8261.8,5.34,90.82,8.5,44.279999,6616.9,5.27
30/09/1998,8287.3,4.81,91.29,8.49,40.950001,6633.1,4.62
30/10/1998,8301.1,4.53,91.75,8.12,28.049999,6658.3,4.18
30/11/1998,8335,4.83,92.23,7.89,26.01,6685.7,4.54
31/12/1998,8349.5,4.65,92.74,7.75,24.42,6704.3,4.45
29/01/1999,8381.7,4.72,93.25,7.75,26.25,6742.4,4.6
26/02/1999,8409,5,93.71,7.75,27.879999,6762.6,4.91
31/03/1999,8418.6,5.23,94.25,7.75,23.26,6775,5.14
30/04/1999,8402.6,5.18,94.82,7.75,25.07,6793.4,5.08
31/05/1999,8420.1,5.54,95.38,7.75,25.389999,6810.3,5.44
30/06/1999,8448.9,5.9,96.01,7.75,21.09,6835,5.81
30/07/1999,8458.4,5.79,96.63,8,24.639999,6860.7,5.68
31/08/1999,8494.4,5.94,97.26,8.06,24.450001,6902.1,5.84
30/09/1999,8488.3,5.92,97.9,8.25,25.41,6921.2,5.8
29/10/1999,8541.3,6.11,98.57,8.25,22.200001,6975.5,6.03
30/11/1999,8601.7,6.03,99.2,8.37,24.18,7031.1,5.97
31/12/1999,8672.2,6.28,99.88,8.5,24.639999,7106.1,6.19
31/01/2000,8744.8,6.66,100.56,8.5,24.950001,7186.2,6.58
29/02/2000,8778.7,6.52,101.34,8.73,23.370001,7236.8,6.68
31/03/2000,8800.6,6.26,102.13,8.83,24.110001,7285.9,6.5
28/04/2000,8836.9,5.99,102.92,9,26.200001,7309.2,6.26
31/05/2000,8869.8,6.44,103.68,9.24,23.65,7342.2,6.69
30/06/2000,8890.2,6.1,104.43,9.5,19.540001,7383.3,6.3
31/07/2000,8937.1,6.05,105.06,9.5,20.74,7440.1,6.18
31/08/2000,8985.2,5.83,105.77,9.5,16.84,7479,6.06
29/09/2000,8985.5,5.8,106.54,9.5,20.57,7511.8,5.93
31/10/2000,9000,5.74,107.38,9.5,23.629999,7534.2,5.78
30/11/2000,8994,5.72,108.3,9.5,29.65,7539.3,5.7
29/12/2000,9004.6,5.24,109.13,9.5,26.85,7558,5.17
31/01/2001,9054.5,5.16,109.85,9.05,22.02,7633.7,4.86
28/02/2001,9073,5.1,110.51,8.5,28.35,7659.6,4.89
30/03/2001,9101.3,4.89,111.11,8.32,28.639999,7683.9,4.64
30/04/2001,9080.8,5.14,111.65,7.8,25.48,7680.7,4.76
31/05/2001,9061.7,5.39,112.16,7.24,22.639999,7685.5,4.93
29/06/2001,9062.4,5.28,112.8,6.98,19.059999,7700.6,4.81
31/07/2001,9198.4,5.24,113.49,6.75,21.620001,7813.9,4.76
31/08/2001,9359,4.97,114.17,6.67,24.92,7950,4.57
28/09/2001,9290.6,4.73,114.81,6.28,31.93,7866.2,4.12
31/10/2001,9145.7,4.57,115.31,5.53,33.560001,7771.7,3.91
30/11/2001,9167.5,4.65,115.86,5.1,23.84,7785,3.97
31/12/2001,9190.4,5.09,116.45,4.84,23.799999,7796.3,4.39
31/01/2002,9385.7,5.04,117.15,4.75,21.09,7967.6,4.34
28/02/2002,9395.5,4.91,117.85,4.75,21.59,7989.2,4.3
29/03/2002,9391.3,5.28,118.69,4.75,17.4,8007.8,4.74
30/04/2002,9417.9,5.21,119.61,4.75,21.91,8065.2,4.65
31/05/2002,9438.5,5.16,120.73,4.75,19.98,8089.3,4.49
28/06/2002,9459,4.93,121.81,4.75,25.4,8117.2,4.19
31/07/2002,9429.7,4.65,122.89,4.75,32.029999,8108.8,3.81
30/08/2002,9422,4.26,123.83,4.75,32.639999,8117.7,3.29
30/09/2002,9427.1,3.87,124.78,4.75,39.689999,8135.9,2.94
31/10/2002,9448.3,3.94,125.73,4.75,31.139999,8169.4,2.95
29/11/2002,9469.5,4.05,126.67,4.35,27.5,8195.9,3.05
31/12/2002,9497,4.03,127.62,4.25,28.620001,8226.3,3.03
31/01/2003,9500.8,4.05,128.46,4.25,31.17,8251.3,3.05
28/02/2003,9481.3,3.9,129.36,4.25,29.629999,8268.1,2.9
31/03/2003,9514.9,3.81,130.15,4.25,29.15,8317.6,2.78
30/04/2003,9576.2,3.96,130.89,4.25,21.209999,8356.8,2.93
30/05/2003,9650.6,3.57,131.74,4.25,19.469999,8412,2.52
30/06/2003,9683.2,3.33,132.65,4.22,19.52,8449.6,2.27
31/07/2003,9792.1,3.98,133.78,4,19.49,8567.8,2.87
29/08/2003,9852.8,4.45,134.97,4,18.629999,8648,3.37
30/09/2003,9739,4.27,136.29,4,22.719999,8572.4,3.18
31/10/2003,9780.6,4.29,137.53,4,16.1,8606.2,3.19
28/11/2003,9852.4,4.3,138.79,4,16.32,8678.3,3.29
31/12/2003,9869.1,4.27,140.18,4,18.309999,8712.4,3.27
30/01/2004,9879.9,4.15,141.65,4,16.629999,8753.6,3.12
27/02/2004,9900.7,4.08,143.2,4,14.55,8792.7,3.07
31/03/2004,9936.6,3.83,145.07,4,16.74,8839.9,2.79
30/04/2004,9969.2,4.35,146.6,4,17.190001,8884.2,3.39
31/05/2004,10020.2,4.72,148.19,4,15.5,8960.1,3.85
30/06/2004,10020.5,4.73,149.85,4.01,14.34,8989.2,3.93
30/07/2004,10036.4,4.5,151.34,4.25,15.32,9015.5,3.69
31/08/2004,10065.8,4.28,152.64,4.43,15.29,9049.3,3.47
30/09/2004,10066,4.13,154.18,4.58,13.34,9066.9,3.36
29/10/2004,10075,4.1,155.75,4.75,16.27,9110,3.35
30/11/2004,10051.2,4.19,157.53,4.93,13.24,9119.1,3.53
31/12/2004,10418.5,4.23,159.33,5.15,13.29,9458.4,3.6
31/01/2005,10070.4,4.22,161.29,5.25,12.82,9148.5,3.71
28/02/2005,10074.5,4.17,163.35,5.49,12.08,9179,3.77
31/03/2005,10105.9,4.5,165.82,5.58,14.02,9235.1,4.17
29/04/2005,10125.6,4.34,167.5,5.75,15.31,9279.7,4
31/05/2005,10167.5,4.14,169.35,5.98,13.29,9326.7,3.85
30/06/2005,10196.8,4,171.19,6.01,12.04,9359.1,3.77
29/07/2005,10222.5,4.18,172.86,6.25,11.57,9422.6,3.98
31/08/2005,10238,4.26,174.45,6.44,12.6,9476,4.12
30/09/2005,10185.6,4.2,176.44,6.59,11.92,9518.7,4.01
31/10/2005,10234.6,4.46,178.03,6.75,15.32,9578.4,4.33
30/11/2005,10304.9,4.54,179.68,7,12.06,9622.2,4.45
30/12/2005,10359.6,4.47,180.91,7.15,12.07,9675.3,4.39
31/01/2006,10498.6,4.42,182.33,7.26,12.95,9848.2,4.35
28/02/2006,10543.4,4.57,183.3,7.5,12.34,9894.7,4.57
31/03/2006,10562.7,4.72,184.37,7.53,11.39,9929.2,4.72
28/04/2006,10549.1,4.99,184.33,7.75,11.59,9957.7,4.9
31/05/2006,10539.8,5.11,184.16,7.93,16.440001,9971.2,5
30/06/2006,10563.3,5.11,183.51,8.02,13.08,10017,5.07
31/07/2006,10560.4,5.09,183.08,8.25,14.95,10049.7,5.04
31/08/2006,10558.6,4.88,182.61,8.25,12.31,10079.7,4.82
29/09/2006,10623.5,4.72,182.8,8.25,11.98,10116.6,4.67
31/10/2006,10684.6,4.73,183.2,8.25,11.1,10147.8,4.69
30/11/2006,10722.4,4.6,183.61,8.25,10.91,10186.3,4.58
29/12/2006,10750.4,4.56,184.14,8.25,11.56,10254.7,4.53
31/01/2007,10759.9,4.76,184.53,8.25,10.42,10295.7,4.75
28/02/2007,10788,4.72,184.63,8.25,15.42,10356.6,4.71
30/03/2007,10820.6,4.56,184.17,8.25,14.64,10424.2,4.48
30/04/2007,10818.3,4.69,183.02,8.25,14.22,10442.3,4.59
31/05/2007,10813,4.75,181.61,8.25,13.05,10466.5,4.67
29/06/2007,10800.7,5.1,180.26,8.25,16.23,10476,5.03
31/07/2007,10825.1,5,179.14,8.25,23.52,10515.3,4.88
31/08/2007,10831.6,4.67,178.13,8.25,23.379999,10530.6,4.43
28/09/2007,10859.2,4.52,177.56,8.03,18,10598.3,4.2
31/10/2007,10839.4,4.53,176.63,7.74,18.530001,10609.7,4.2
30/11/2007,10828.9,4.15,175.16,7.5,22.870001,10652.5,3.67
31/12/2007,10874.9,4.1,174.36,7.33,22.5,10726.6,3.49
31/01/2008,10906.2,3.74,173.16,6.98,26.200001,10785.5,2.98
29/02/2008,10925.4,3.74,171.62,6,26.540001,10828,2.78
31/03/2008,10948.4,3.51,170.07,5.66,25.610001,10884.5,2.48
30/04/2008,10906.9,3.68,168.35,5.24,20.790001,10869.2,2.84
30/05/2008,11431.6,3.88,166.67,5,17.83,11442,3.15
30/06/2008,11129.8,4.1,165.03,5,23.950001,11217.4,3.49
31/07/2008,10954.3,4.01,163.61,5,22.940001,11087.9,3.3
29/08/2008,10866.7,3.89,162.01,5,20.65,10990.1,3.14
30/09/2008,10878.9,3.69,160.32,5,39.389999,11013.4,2.88
31/10/2008,10933,3.81,158.33,4.56,59.889999,11007.7,2.73
28/11/2008,11008.9,3.53,156.14,4,55.279999,10958.6,2.29
31/12/2008,10969.2,2.42,153.62,3.61,40,10860.1,1.52
30/01/2009,11015.1,2.52,151.53,3.25,44.84,10912.4,1.6
27/02/2009,10916,2.87,150.15,3.25,46.349998,10837.9,1.87
31/03/2009,10916.6,2.82,148.66,3.25,44.139999,10828.5,1.82
30/04/2009,10976.4,2.93,147.96,3.25,36.5,10903.9,1.86
29/05/2009,11147.2,3.29,147.71,3.25,28.92,11088.5,2.13
30/06/2009,10958,3.72,148.1,3.25,26.35,10965.3,2.71
31/07/2009,10919.5,3.56,148.45,3.25,25.92,10921.6,2.46
31/08/2009,10892.4,3.59,148.28,3.25,26.01,10923.6,2.57
30/09/2009,10907.1,3.4,148.02,3.25,25.610001,10956.5,2.37
30/10/2009,10862.6,3.39,147.85,3.25,30.690001,10945.4,2.33
30/11/2009,10888,3.4,148.13,3.25,24.51,10996.3,2.23
31/12/2009,10925.7,3.59,147.93,3.25,21.68,11040.4,2.34
29/01/2010,10906.7,3.73,147.39,3.25,24.620001,11041.1,2.48
26/02/2010,10887.5,3.69,145.83,3.25,19.5,11023,2.36
31/03/2010,10912,3.73,145.83,3.25,17.59,11060.3,2.43
30/04/2010,10993.2,3.85,146.37,3.25,22.049999,11141.1,2.58
31/05/2010,11067,3.42,146.36,3.25,32.07,11220.6,2.18
30/06/2010,11071.3,3.2,145.68,3.25,34.540001,11231.2,2
30/07/2010,11080.5,3.01,144.98,3.25,23.5,11253.9,1.76
31/08/2010,11114.7,2.7,143.86,3.25,26.049999,11304.7,1.47
30/09/2010,11101.2,2.65,142.97,3.25,23.700001,11301.3,1.41
29/10/2010,11128.3,2.54,142.49,3.25,21.200001,11355.5,1.18
30/11/2010,11160.8,2.76,142.14,3.25,23.540001,11407.2,1.35
31/12/2010,11239,3.29,142.03,3.25,17.75,11514.5,1.93
31/01/2011,11297.4,3.39,141.52,3.25,19.530001,11600.4,1.99
28/02/2011,11329,3.58,140.61,3.25,18.35,11664.6,2.26
31/03/2011,11312.4,3.41,139.95,3.25,17.74,11691.7,2.11
29/04/2011,11282.8,3.46,139.98,3.25,14.75,11712.1,2.17
31/05/2011,11277.1,3.17,139.87,3.25,15.45,11744,1.84
30/06/2011,11325.8,3,139.82,3.25,16.52,11798.8,1.58
29/07/2011,11371.2,3,139.71,3.25,25.25,11869,1.54
31/08/2011,11363.5,2.3,139.26,3.25,31.620001,11888,1.02
30/09/2011,11330.8,1.98,138.62,3.25,42.959999,11873,0.9
31/10/2011,11340.8,2.15,137.9,3.25,29.959999,11890.7,1.06
30/11/2011,11329.3,2.01,137.11,3.25,27.799999,11895.5,0.91
30/12/2011,11416,1.98,136.64,3.25,23.4,11988.6,0.89
31/01/2012,11495.2,1.97,136.63,3.25,19.440001,12107.1,0.84
29/02/2012,11559,1.97,136.85,3.25,18.43,12201.4,0.83
30/03/2012,11589,2.17,137.93,3.25,15.5,12261.4,1.02
30/04/2012,11620,2.05,139.18,3.25,17.15,12310.5,0.89
31/05/2012,11632.1,1.8,140.16,3.25,24.059999,12314.5,0.76
29/06/2012,11657.8,1.62,141,3.25,17.08,12339,0.71
31/07/2012,11626.4,1.53,141.64,3.25,18.93,12310,0.62
31/08/2012,11605.6,1.68,142.22,3.25,17.469999,12329.4,0.71
28/09/2012,11660.2,1.72,142.87,3.25,15.73,12426.9,0.67
31/10/2012,11729.1,1.75,143.58,3.25,18.6,12536.6,0.71
30/11/2012,11884.7,1.65,144.59,3.25,15.87,12689,0.67
31/12/2012,12194.8,1.72,145.55,3.25,18.02,13018.8,0.7
31/01/2013,11435.5,1.91,146.94,3.25,14.38,12230.7,0.81
28/02/2013,11432.8,1.98,148.18,3.25,15.51,12274.6,0.85
29/03/2013,11445.1,1.96,150.08,3.25,12.7,12272.5,0.82
30/04/2013,11449.8,1.76,151.6,3.25,13.52,12266.8,0.71
31/05/2013,11517.9,1.93,152.86,3.25,16.299999,12345.2,0.84
28/06/2013,11545.5,2.3,154.14,3.25,16.860001,12395.7,1.2
31/07/2013,11538.9,2.58,155.5,3.25,13.45,12401.8,1.4
30/08/2013,11573.5,2.74,156.83,3.25,17.01,12456.6,1.52
30/09/2013,11602.8,2.81,158.16,3.25,16.6,12503.1,1.6
31/10/2013,11572.2,2.62,159.23,3.25,13.75,12487.6,1.37
29/11/2013,11602.3,2.72,160.14,3.25,13.7,12539.1,1.37
31/12/2013,11615.4,2.9,161.17,3.25,13.72,12576.3,1.58
31/01/2014,11658.2,2.86,162.21,3.25,18.41,12650.8,1.65
28/02/2014,11723.9,2.71,163.12,3.25,14,12729.7,1.52
31/03/2014,11793.9,2.72,163.4,3.25,13.88,12827,1.64
30/04/2014,11826.5,2.71,163.58,3.25,13.41,12891.1,1.7
30/05/2014,11875.4,2.56,163.66,3.25,11.4,12961.6,1.59
30/06/2014,11932.1,2.6,163.92,3.25,11.57,13034.6,1.68
31/07/2014,11955.2,2.54,164.33,3.25,16.950001,13077.4,1.7
29/08/2014,12009.6,2.42,164.91,3.25,12.09,13135.4,1.63
30/09/2014,12026.7,2.53,165.75,3.25,16.309999,13169.5,1.77
31/10/2014,12080.1,2.3,166.62,3.25,14.03,13232.4,1.55
28/11/2014,12126.8,2.33,167.47,3.25,13.33,13274.7,1.62
31/12/2014,12163.4,2.21,168.39,3.25,19.200001,13288.7,1.64
