"","x"
"28/02/1991",0.0054
"29/03/1991",-0.0093
"30/04/1991",-0.0821
"31/05/1991",-0.0661
"28/06/1991",-0.105
"31/07/1991",-0.0833
"30/08/1991",-0.0402
"30/09/1991",-0.062
"31/10/1991",-0.0778
"29/11/1991",-0.1123
"31/12/1991",-0.0104
"31/01/1992",-0.1
"28/02/1992",-0.0555
"31/03/1992",-0.0843
"30/04/1992",-0.0902
"29/05/1992",-0.0694
"30/06/1992",-0.0733
"31/07/1992",-0.0374
"31/08/1992",-0.0797
"30/09/1992",-0.0884
"30/10/1992",-0.0343
"30/11/1992",-0.0199
"31/12/1992",-0.0399
"29/01/1993",-0.0518
"26/02/1993",-0.0427
"31/03/1993",-0.0241
"30/04/1993",-0.0937
"31/05/1993",-0.0715
"30/06/1993",-0.0307
"30/07/1993",-0.0337
"31/08/1993",-0.055
"30/09/1993",-0.0487
"29/10/1993",-0.0748
"30/11/1993",-0.1072
"31/12/1993",-0.0225
"31/01/1994",-0.0863
"28/02/1994",-0.0928
"31/03/1994",-0.0858
"29/04/1994",-0.0599
"31/05/1994",-0.0486
"30/06/1994",-0.0722
"29/07/1994",-0.0584
"31/08/1994",-0.0632
"30/09/1994",-0.07
"31/10/1994",-0.0933
"30/11/1994",-0.1085
"30/12/1994",-0.2274
"31/01/1995",-0.1004
"28/02/1995",-0.008
"31/03/1995",-0.026
"28/04/1995",-0.0411
"31/05/1995",-0.0329
"30/06/1995",-0.0285
"31/07/1995",-0.0697
"31/08/1995",-0.0203
"29/09/1995",-0.0205
"31/10/1995",-0.094
"30/11/1995",-0.0274
"29/12/1995",-0.039
"31/01/1996",-0.0382
"29/02/1996",-0.072
"29/03/1996",-0.0678
"30/04/1996",-0.0456
"31/05/1996",-0.0692
"28/06/1996",-0.0553
"31/07/1996",-0.1018
"30/08/1996",-0.0196
"30/09/1996",-0.0263
"31/10/1996",-0.0245
"29/11/1996",-0.0292
"31/12/1996",-0.1
"31/01/1997",-0.0294
"28/02/1997",-0.0412
"31/03/1997",-0.1136
"30/04/1997",-0.0609
"30/05/1997",-0.0147
"30/06/1997",0.0061
"31/07/1997",-0.0192
"29/08/1997",-0.109
"30/09/1997",-8e-04
"31/10/1997",-0.0881
"28/11/1997",-0.0327
"31/12/1997",-0.0273
"30/01/1998",-0.0804
"27/02/1998",0.0016
"31/03/1998",-0.0152
"30/04/1998",-0.0749
"29/05/1998",-0.0848
"30/06/1998",-0.0587
"31/07/1998",-0.1349
"31/08/1998",-0.3297
"30/09/1998",-0.102
"30/10/1998",-0.0566
"30/11/1998",-0.0388
"31/12/1998",-0.1172
"29/01/1999",-0.1232
"26/02/1999",-0.1068
"31/03/1999",-0.1031
"30/04/1999",-0.0129
"31/05/1999",-0.0773
"30/06/1999",-0.0744
"30/07/1999",-0.1114
"31/08/1999",-0.1525
"30/09/1999",-0.1347
"29/10/1999",-0.0699
"30/11/1999",-0.0961
"31/12/1999",-0.1025
"31/01/2000",-0.1467
"29/02/2000",-0.2293
"31/03/2000",-0.0756
"28/04/2000",-0.1531
"31/05/2000",-0.0526
"30/06/2000",-0.152
"31/07/2000",-0.045
"31/08/2000",-0.0096
"29/09/2000",-0.0859
"31/10/2000",-0.0996
"30/11/2000",-0.1818
"29/12/2000",-0.0414
"31/01/2001",-0.1234
"28/02/2001",-0.1408
"30/03/2001",-0.1257
"30/04/2001",-0.0853
"31/05/2001",-0.0242
"29/06/2001",-0.08
"31/07/2001",-0.0794
"31/08/2001",-0.1164
"28/09/2001",-0.1767
"31/10/2001",-0.0952
"30/11/2001",-0.074
"31/12/2001",-0.0403
"31/01/2002",-0.0551
"28/02/2002",-0.0733
"29/03/2002",-0.0297
"30/04/2002",-0.0903
"31/05/2002",-0.0961
"28/06/2002",-0.1062
"31/07/2002",-0.2126
"30/08/2002",-0.0756
"30/09/2002",-0.1905
"31/10/2002",-0.0757
"29/11/2002",-0.0634
"31/12/2002",-0.1283
"31/01/2003",-0.093
"28/02/2003",-0.1066
"31/03/2003",-0.1198
"30/04/2003",0.0178
"30/05/2003",0.0101
"30/06/2003",-0.0509
"31/07/2003",-0.0314
"29/08/2003",-0.0638
"30/09/2003",-0.0355
"31/10/2003",-0.0169
"28/11/2003",-0.0708
"31/12/2003",-0.0096
"30/01/2004",-0.0285
"27/02/2004",-0.0354
"31/03/2004",-0.0563
"30/04/2004",-0.1183
"31/05/2004",-0.0925
"30/06/2004",-0.046
"30/07/2004",-0.1053
"31/08/2004",-0.0415
"30/09/2004",-0.0362
"29/10/2004",-0.116
"30/11/2004",-0.0117
"31/12/2004",-0.0203
"31/01/2005",-0.0935
"28/02/2005",-0.0411
"31/03/2005",-0.0815
"29/04/2005",-0.0815
"31/05/2005",-0.0222
"30/06/2005",-0.0178
"29/07/2005",-0.0362
"31/08/2005",-0.0717
"30/09/2005",-0.0583
"31/10/2005",-0.059
"30/11/2005",6e-04
"30/12/2005",-0.0477
"31/01/2006",-0.0365
"28/02/2006",-0.0888
"31/03/2006",-0.0273
"28/04/2006",-0.0337
"31/05/2006",-0.0839
"30/06/2006",-0.0521
"31/07/2006",-0.0644
"31/08/2006",-0.0347
"29/09/2006",-0.0289
"31/10/2006",-0.0201
"30/11/2006",-0.034
"29/12/2006",-0.0366
"31/01/2007",-0.0639
"28/02/2007",-0.0664
"30/03/2007",-0.0438
"30/04/2007",-0.0263
"31/05/2007",-0.0423
"29/06/2007",-0.069
"31/07/2007",-0.1435
"31/08/2007",-0.1103
"28/09/2007",-0.0558
"31/10/2007",-0.1234
"30/11/2007",-0.1471
"31/12/2007",-0.1442
"31/01/2008",-0.113
"29/02/2008",-0.1653
"31/03/2008",-0.1089
"30/04/2008",-0.0594
"30/05/2008",-0.1489
"30/06/2008",-0.3569
"31/07/2008",-0.1493
"29/08/2008",-0.2128
"30/09/2008",-0.4827
"31/10/2008",-0.4387
"28/11/2008",-0.3048
"31/12/2008",-0.1907
"30/01/2009",-0.5939
"27/02/2009",-0.4095
"31/03/2009",-0.0692
"30/04/2009",-0.0757
"29/05/2009",-0.0804
"30/06/2009",-0.1556
"31/07/2009",-0.0904
"31/08/2009",-0.0236
"30/09/2009",-0.0956
"30/10/2009",-0.2511
"30/11/2009",-0.0617
"31/12/2009",-0.0829
"29/01/2010",-0.0967
"26/02/2010",-0.0348
"31/03/2010",0.0125
"30/04/2010",-0.0456
"31/05/2010",-0.2736
"30/06/2010",-0.2289
"30/07/2010",-0.0211
"31/08/2010",-0.1374
"30/09/2010",-0.0055
"29/10/2010",-0.0758
"30/11/2010",-0.0826
"31/12/2010",0.0112
"31/01/2011",-0.074
"28/02/2011",-0.041
"31/03/2011",-0.0706
"29/04/2011",-0.0455
"31/05/2011",-0.0958
"30/06/2011",-0.0837
"29/07/2011",-0.1007
"31/08/2011",-0.2025
"30/09/2011",-0.2035
"31/10/2011",-0.0414
"30/11/2011",-0.103
"30/12/2011",-0.0419
"31/01/2012",-0.0039
"29/02/2012",-0.0269
"30/03/2012",-0.0265
"30/04/2012",-0.0733
"31/05/2012",-0.1485
"29/06/2012",-0.054
"31/07/2012",-0.0777
"31/08/2012",-0.0051
"28/09/2012",-0.025
"31/10/2012",-0.0652
"30/11/2012",-0.053
"31/12/2012",-0.0605
"31/01/2013",0.0152
"28/02/2013",-0.0964
"29/03/2013",-0.0046
"30/04/2013",-0.0503
"31/05/2013",-0.0526
"28/06/2013",-0.1194
"31/07/2013",-0.0206
"30/08/2013",-0.0893
"30/09/2013",-0.0406
"31/10/2013",-0.015
"29/11/2013",-0.0234
"31/12/2013",-0.015
"31/01/2014",-0.0929
"28/02/2014",-0.0379
"31/03/2014",-0.0418
"30/04/2014",-0.0794
"30/05/2014",-0.0515
"30/06/2014",-0.03
"31/07/2014",-0.0716
"29/08/2014",-0.0577
"30/09/2014",-0.1139
"31/10/2014",-0.0416
"28/11/2014",-0.0427
"31/12/2014",-0.0401
